4.44,1.28,0.03326047
4.18,1.24,0.02317607
3.42,1.22,0.01651974
2.54,1.22,0.01891566
2.02,1.2,0.01903813
1.42,1.22,0.0231217
2.4,1.6,0.02563302
1.48,1.18,0.02308271
1.74,1.4,0.0211666
1.68,1.3,0.02991349
1.36,1.18,0.03589776
1.34,1.18,0.03932008
1.44,1.18,0.04541758
2.22,1.52,0.04730208
1.6,1.26,0.04911036
1.54,1.26,0.04742321
2.2,1.48,0.05567183
1.98,1.42,0.04909471
1.62,1.26,0.04332522
0.88,0.98,0.03151726
0.72,1.02,0.03048066
0.94,1.08,0.03447992
1.38,1.16,0.02546714
1.58,1.2,0.02498736
2.0,1.4,0.02694989
1.24,1.16,0.0232131
1.64,1.24,0.005710347
1.82,1.4,0.007653717
0.82,1.04,0.02799369
0.76,1.02,0.007978634
0.82,1.04,0.01121163
0.68,1.02,0.01670988
0.72,1.02,0.01437084
0.78,1.04,0.01527899
0.72,1.02,0.01526866
0.86,1.02,0.0264743
0.8,1.0,0.06017141
0.8,1.06,0.04368525
0.72,1.06,0.05563678
0.7,1.04,0.04691836
0.7,1.02,0.0458774
0.72,1.0,0.0422934
0.7,1.0,0.04385704
0.68,1.02,0.04533477
0.74,1.02,0.04395544
0.72,1.0,0.04538048
0.76,1.04,0.01532642
0.78,1.04,0.03241425
0.76,1.02,0.03959176
0.7,1.04,0.01369524
0.74,1.0,0.009052886
0.68,1.0,0.01063528
0.74,1.02,0.02080441
0.8,1.02,0.02405017
0.7,1.0,0.03537487
0.6,1.0,0.05167007
0.62,1.0,0.05051022
0.7,1.0,0.04650649
0.72,0.96,0.03687253
0.68,1.0,0.04491478
0.8,1.1,0.04777696
0.68,1.02,0.03050631
0.74,1.04,0.02910382
0.8,1.02,0.01662434
0.72,1.02,0.02394088
0.76,1.04,0.0360806
0.76,1.04,0.02977021
0.68,1.0,0.02954989
0.72,1.02,0.0091858
0.74,1.06,0.02859784
0.8,1.02,0.02076177
0.74,1.02,0.01178643
0.68,1.02,0.01901938
0.66,0.98,0.01154764
0.84,1.04,0.02591269
0.74,1.0,0.01940273
0.7,1.0,0.01984355
0.72,1.0,0.02736328
0.76,1.0,0.02755044
0.72,1.02,0.02481255
0.62,1.0,0.02271707
0.78,1.0,0.02896416
0.68,1.04,0.02948712
0.66,1.0,0.02903295
0.56,1.02,0.0313053
0.64,1.0,0.03622378
0.7,1.0,0.04666559
0.78,1.0,0.04085655
0.78,1.02,0.043965
0.7,1.02,0.04298925
0.6,1.0,0.03879573
0.62,1.02,0.04251213
0.74,1.06,0.04256469
0.78,1.02,0.040895
0.6,1.02,0.04290812
0.62,1.0,0.04729955
0.68,1.02,0.04586538
0.66,1.0,0.04532539
0.54,1.0,0.04364221
0.62,1.02,0.04256829
0.72,1.02,0.03616676
0.64,1.0,0.03301867
0.68,1.0,0.0356696
0.66,1.04,0.03843314
0.72,1.02,0.03704271
0.62,1.0,0.0378564
0.66,1.0,0.04320452
0.8,1.02,0.04874109
0.64,1.0,0.04366032
0.56,1.0,0.04514334
0.68,1.0,0.04847609
0.64,1.02,0.05497289
0.72,1.0,0.05963681
0.78,1.02,0.05874834
0.64,1.0,0.0549291
0.6,1.0,0.03894572
0.58,1.0,0.04047646
0.68,1.02,0.03764933
0.68,1.0,0.03300108
0.64,1.0,0.02292256
0.64,1.02,0.01587718
0.6,1.02,0.02475211
0.72,1.04,0.0191908
0.64,1.02,0.02165654
0.74,1.0,0.02514591
0.56,1.0,0.03271978
0.52,1.02,0.0396557
0.64,1.0,0.03703794
0.6,1.04,0.03198571
0.68,1.0,0.0405223
0.58,1.0,0.04092049
0.64,1.0,0.04359249
0.64,1.0,0.04094961
0.74,1.02,0.05344009
0.58,1.06,0.0514702
0.6,0.98,0.04659649
0.74,1.02,0.05095913
0.62,1.0,0.05174001
0.52,1.0,0.05004944
0.7,1.02,0.04850756
0.6,1.02,0.04790191
0.7,1.04,0.05508544
0.74,1.02,0.04674783
0.66,1.0,0.04514506
0.74,1.0,0.04556551
0.62,1.0,0.04739369
0.64,1.02,0.0406343
0.66,1.02,0.04652887
0.52,1.0,0.02895728
0.72,1.02,0.03433847
0.7,1.02,0.01757669
0.7,1.04,0.02786039
0.68,1.0,0.01432229
0.62,1.02,0.01577694
0.7,1.0,0.01744736
0.7,1.0,0.009982428
0.74,1.0,0.04167231
0.74,1.04,0.02583366
0.7,1.02,0.03960125
0.72,1.06,0.03451688
0.58,1.0,0.01765773
0.6,1.02,0.03851058
0.76,1.0,0.02885303
0.66,1.0,0.01116055
0.58,1.0,0.025622
0.5,1.0,0.0215473
0.6,1.02,0.02146581
0.6,1.02,0.01818432
0.78,1.0,0.01912812
0.7,1.02,0.02139241
0.52,1.0,0.008913694
0.62,0.98,0.007252686
0.54,1.0,0.00714176
0.62,1.02,0.02663654
0.72,1.04,0.01445878
0.62,0.98,0.01935447
0.54,0.98,0.0117637
0.6,1.0,0.007035445
0.62,0.98,0.0109237
0.58,1.0,0.02328038
0.72,0.98,0.02242935
2.38,0.84,0.02361772
4.5,0.98,0.01184514
4.46,0.98,0.01154793
4.62,1.02,0.03977891
4.6,0.98,0.02991727
4.5,1.02,0.02753726
4.5,0.98,0.03855242
4.44,1.02,0.00641966
4.58,1.0,0.01582376
4.48,1.02,0.01726364
4.4,1.02,0.01826378
4.4,1.0,0.01462211
4.54,0.98,0.01184204
4.44,1.02,0.003661017
4.46,1.04,0.00426627
4.58,1.02,0.00591231
4.5,1.0,0.01486789
4.56,1.02,0.005096444
4.54,1.0,0.01378851
4.46,1.04,0.0309134
4.5,1.02,0.05105097
4.48,1.0,0.04491453
4.58,1.0,0.04373268
4.52,1.0,0.02490064
4.56,1.04,0.006479142
4.46,1.02,0.005684583
4.42,0.98,0.007003883
4.5,1.02,0.0101455
4.56,1.04,0.02213945
4.48,0.98,0.03336508
4.52,1.0,0.02384462
4.46,1.0,0.02362834
4.52,1.04,0.03246694
4.56,1.02,0.0243441
4.5,1.06,0.04154089
4.52,1.02,0.03363755
4.48,1.02,0.02796815
4.44,0.98,0.03350449
4.52,1.02,0.04193642
4.46,1.02,0.03426955
4.5,1.0,0.03467584
4.58,1.04,0.03003516
4.6,1.02,0.02732179
4.5,1.02,0.02556495
4.58,1.0,0.01529143
4.5,1.02,0.02026441
4.58,1.0,0.02942567
4.62,1.04,0.02787816
4.52,1.0,0.02606443
4.54,1.0,0.02565776
4.52,1.0,0.0253848
4.54,1.0,0.008181842
4.54,1.02,0.01287473
4.5,1.02,0.01710067
4.52,1.02,0.01317725
4.48,0.98,0.01217243
4.58,1.0,0.01191792
4.44,1.02,0.009882975
4.44,1.0,0.01273983
4.52,1.0,0.01553883
4.44,1.0,0.01448818
4.48,1.02,0.0112707
4.38,1.0,0.01773494
4.38,1.0,0.02690263
4.42,1.0,0.01143316
